Respondent_ID,Churn_reason,Market,Gender,AOV,App_use,Date,Age_group,Churn_type
7032744059309294,Reason for General sentiment,Germany,Female,134,1,2023-06-01,Age 55+,General sentiment
5222146105135744,Reason for Unclear terms,France,Male,145,0,2023-01-01,Age 55+,Unclear terms
8579767691023376,Reason for Lack of need,France,Female,118,0,2023-01-01,Age 25-34,Lack of need
2511341023706223,Reason for Lack of need,UK,Male,120,1,2023-05-01,Age 35-44,Lack of need
4161637252785063,Reason for Technical Issues,Spain,Male,113,0,2023-03-01,Age 18-24,Technical Issues
1960610440438082,Reason for Lack of need,Sweden,Male,136,0,2023-01-01,Age 55+,Lack of need
9808974896177904,Reason for Hard Credit Checks,France,Female,130,0,2023-05-01,Age 45-54,Hard Credit Checks
1051995603784476,Reason for Negative Customer Service Experiences,UK,Female,120,0,2023-01-01,Age 25-34,Negative Customer Service Experiences
9274292671202973,Reason for Negative Customer Service Experiences,Italy,Female,123,0,2023-01-01,Age 25-34,Negative Customer Service Experiences
5366104324000747,Reason for Limited acceptance,Germany,Female,114,1,2023-05-01,Age 55+,Limited acceptance
7008744934552407,Reason for General sentiment,USA,Male,110,1,2023-02-01,Age 18-24,General sentiment
8117246120281939,Reason for High interest rates,USA,Male,120,1,2023-03-01,Age 25-34,High interest rates
2447009148301475,Reason for Unclear terms,Italy,Male,131,0,2023-02-01,Age 25-34,Unclear terms
1866879709794687,Reason for Negative Customer Service Experiences,USA,Male,114,0,2023-04-01,Age 45-54,Negative Customer Service Experiences
2511616746944596,Reason for Hard Credit Checks,Spain,Female,129,0,2023-05-01,Age 25-34,Hard Credit Checks
4002190626497014,Reason for Better alternatives,Spain,Male,107,1,2023-04-01,Age 45-54,Better alternatives
9435351503259369,Reason for Negative Customer Service Experiences,Italy,Male,121,1,2023-03-01,Age 35-44,Negative Customer Service Experiences
7872817147215915,Reason for Technical Issues,Australia,Male,118,0,2023-03-01,Age 18-24,Technical Issues
3370983159282415,Reason for Lack of need,Australia,Male,105,1,2023-04-01,Age 25-34,Lack of need
2468495060389845,Reason for Unclear terms,Italy,Male,121,1,2023-04-01,Age 18-24,Unclear terms
8059022538143057,Reason for High interest rates,France,Female,113,0,2023-03-01,Age 45-54,High interest rates
9509283012058787,Reason for Unclassified,France,Male,111,0,2023-04-01,Age 45-54,Unclassified
8937447501206304,Reason for Unclear terms,Australia,Female,110,0,2023-02-01,Age 45-54,Unclear terms
3096085328336031,Reason for Hard Credit Checks,Germany,Female,128,0,2023-01-01,Age 35-44,Hard Credit Checks
8890044900055636,Reason for Unclassified,Sweden,Male,117,1,2023-02-01,Age 55+,Unclassified
7003884262727198,Reason for Limited acceptance,Italy,Female,114,1,2023-06-01,Age 35-44,Limited acceptance
2813437265763906,Reason for High interest rates,UK,Male,131,0,2023-03-01,Age 18-24,High interest rates
4912024334278951,Reason for Late payment penalties,Sweden,Male,116,0,2023-06-01,Age 55+,Late payment penalties
9802773866735698,Reason for Unclear terms,Germany,Female,129,0,2023-05-01,Age 35-44,Unclear terms
7257557306388145,Reason for Unclear terms,Italy,Male,123,1,2023-02-01,Age 55+,Unclear terms
4839966088349485,Reason for Better alternatives,Sweden,Male,101,0,2023-06-01,Age 45-54,Better alternatives
2559118224640706,Reason for General sentiment,USA,Male,127,0,2023-04-01,Age 25-34,General sentiment
2331384384185616,Reason for Account Suspension Issues,Australia,Male,130,1,2023-01-01,Age 45-54,Account Suspension Issues
5647578512965066,Reason for Lack of need,Italy,Female,145,0,2023-04-01,Age 35-44,Lack of need
4202573266014279,Reason for Better alternatives,Italy,Male,112,1,2023-05-01,Age 35-44,Better alternatives
4933212629455194,Reason for Technical Issues,Spain,Female,113,1,2023-02-01,Age 25-34,Technical Issues
6853308624526590,Reason for Unclear terms,Australia,Male,129,0,2023-02-01,Age 55+,Unclear terms
3634145552928697,Reason for Limited acceptance,Sweden,Female,120,0,2023-01-01,Age 18-24,Limited acceptance
6356105496647817,Reason for Better alternatives,USA,Female,116,1,2023-05-01,Age 45-54,Better alternatives
6129566868897771,Reason for Lack of need,Italy,Male,132,0,2023-02-01,Age 18-24,Lack of need
6576341048334947,Reason for Unclear terms,UK,Male,127,0,2023-01-01,Age 18-24,Unclear terms
3438287185653478,Reason for Unclear terms,Sweden,Male,139,0,2023-04-01,Age 35-44,Unclear terms
7814323669569496,Reason for Unclear terms,USA,Male,128,0,2023-03-01,Age 45-54,Unclear terms
7199088899571172,Reason for Account Suspension Issues,France,Female,112,1,2023-03-01,Age 55+,Account Suspension Issues
3905342668725719,Reason for Security Concerns,Germany,Female,109,0,2023-06-01,Age 25-34,Security Concerns
8060583995408613,Reason for Limited acceptance,Italy,Male,115,0,2023-05-01,Age 35-44,Limited acceptance
2112269713509357,Reason for Unclear terms,Australia,Male,133,1,2023-05-01,Age 45-54,Unclear terms
2930997274505757,Reason for Negative Customer Service Experiences,USA,Male,128,1,2023-02-01,Age 25-34,Negative Customer Service Experiences
2717448967037655,Reason for Unclear terms,USA,Female,144,1,2023-06-01,Age 55+,Unclear terms
3214784917797136,Reason for High interest rates,Germany,Male,116,0,2023-01-01,Age 55+,High interest rates
7659458168159042,Reason for Lack of need,Sweden,Male,130,0,2023-02-01,Age 35-44,Lack of need
4290044276271893,Reason for Lack of need,USA,Male,116,1,2023-05-01,Age 35-44,Lack of need
6980004316631443,Reason for Limited acceptance,Germany,Male,132,0,2023-01-01,Age 35-44,Limited acceptance
9959149143828410,Reason for Limited acceptance,France,Male,118,0,2023-06-01,Age 25-34,Limited acceptance
2493884666047834,Reason for Negative Customer Service Experiences,USA,Female,127,1,2023-01-01,Age 35-44,Negative Customer Service Experiences
6237047514812377,Reason for Technical Issues,USA,Female,121,0,2023-02-01,Age 55+,Technical Issues
9612535444257421,Reason for Limited acceptance,France,Female,96,0,2023-06-01,Age 35-44,Limited acceptance
9008318661386240,Reason for Limited acceptance,Australia,Female,127,0,2023-04-01,Age 18-24,Limited acceptance
5328671195026406,Reason for Limited acceptance,Sweden,Female,108,1,2023-05-01,Age 45-54,Limited acceptance
7527005426447436,Reason for Negative Customer Service Experiences,UK,Male,122,0,2023-01-01,Age 45-54,Negative Customer Service Experiences
3133469362115359,Reason for Negative Customer Service Experiences,Australia,Female,106,0,2023-03-01,Age 18-24,Negative Customer Service Experiences
9990062768669918,Reason for Limited acceptance,Italy,Male,107,1,2023-05-01,Age 55+,Limited acceptance
7169085175786524,Reason for Lack of need,USA,Male,113,0,2023-03-01,Age 45-54,Lack of need
5290310542603729,Reason for High interest rates,USA,Male,126,1,2023-01-01,Age 25-34,High interest rates
4814953310856199,Reason for High interest rates,Spain,Female,111,0,2023-04-01,Age 55+,High interest rates
2563209617588902,Reason for Limited acceptance,UK,Female,122,0,2023-03-01,Age 45-54,Limited acceptance
1974307239487309,Reason for Technical Issues,USA,Male,137,1,2023-05-01,Age 35-44,Technical Issues
1203496727816689,Reason for Negative Customer Service Experiences,Sweden,Female,126,1,2023-02-01,Age 18-24,Negative Customer Service Experiences
5437364719183111,Reason for Limited acceptance,Spain,Female,121,0,2023-02-01,Age 25-34,Limited acceptance
7451433351114299,Reason for Account Suspension Issues,Germany,Male,114,0,2023-03-01,Age 45-54,Account Suspension Issues
3950014678900415,Reason for Security Concerns,Italy,Male,124,1,2023-03-01,Age 25-34,Security Concerns
8638331398428353,Reason for Lack of need,Italy,Female,128,1,2023-02-01,Age 18-24,Lack of need
2352272899018676,Reason for Security Concerns,Italy,Male,99,0,2023-05-01,Age 35-44,Security Concerns
4343069459159137,Reason for High interest rates,Australia,Male,113,0,2023-02-01,Age 55+,High interest rates
2700159871391671,Reason for Better alternatives,France,Male,126,1,2023-02-01,Age 35-44,Better alternatives
1647769411997096,Reason for Security Concerns,Spain,Male,97,1,2023-05-01,Age 35-44,Security Concerns
9012702316411704,Reason for High interest rates,USA,Female,143,0,2023-01-01,Age 35-44,High interest rates
4022485838587962,Reason for Negative Customer Service Experiences,UK,Female,126,1,2023-02-01,Age 25-34,Negative Customer Service Experiences
1481721943165724,Reason for Security Concerns,Australia,Female,109,0,2023-05-01,Age 45-54,Security Concerns
5378318505233795,Reason for Unclassified,Spain,Female,128,1,2023-05-01,Age 55+,Unclassified
2323298636473101,Reason for Negative Customer Service Experiences,USA,Male,113,1,2023-06-01,Age 35-44,Negative Customer Service Experiences
3694324986454321,Reason for Negative Customer Service Experiences,France,Male,118,0,2023-03-01,Age 55+,Negative Customer Service Experiences
8775192738092067,Reason for Better alternatives,Sweden,Male,99,0,2023-06-01,Age 35-44,Better alternatives
9635100652685399,Reason for Negative Customer Service Experiences,Sweden,Female,104,0,2023-05-01,Age 45-54,Negative Customer Service Experiences
2291912898641266,Reason for Unclassified,Italy,Male,128,0,2023-05-01,Age 55+,Unclassified
2760485734545725,Reason for Limited acceptance,France,Female,117,1,2023-02-01,Age 25-34,Limited acceptance
8493984323139164,Reason for Limited acceptance,Australia,Female,117,1,2023-06-01,Age 25-34,Limited acceptance
5490624918764418,Reason for Late payment penalties,Sweden,Male,110,1,2023-03-01,Age 25-34,Late payment penalties
2665172039285632,Reason for Unclear terms,Sweden,Female,112,1,2023-03-01,Age 45-54,Unclear terms
4472828285828090,Reason for Account Suspension Issues,Spain,Female,123,0,2023-02-01,Age 18-24,Account Suspension Issues
8814257331105169,Reason for Negative Customer Service Experiences,Sweden,Male,113,0,2023-01-01,Age 18-24,Negative Customer Service Experiences
7475794884018722,Reason for Unclear terms,Italy,Female,123,0,2023-02-01,Age 55+,Unclear terms
2704586825343419,Reason for Negative Customer Service Experiences,UK,Female,125,1,2023-02-01,Age 55+,Negative Customer Service Experiences
4889249543166233,Reason for Technical Issues,Spain,Female,111,0,2023-02-01,Age 35-44,Technical Issues
2555042176140309,Reason for Late payment penalties,Australia,Female,127,0,2023-03-01,Age 18-24,Late payment penalties
1903164493136021,Reason for Late payment penalties,Germany,Female,114,0,2023-04-01,Age 25-34,Late payment penalties
3483150078477465,Reason for Account Suspension Issues,France,Male,123,1,2023-06-01,Age 55+,Account Suspension Issues
9853585208807387,Reason for Late payment penalties,Germany,Female,144,1,2023-05-01,Age 45-54,Late payment penalties
5864067891240297,Reason for Late payment penalties,Sweden,Female,128,1,2023-01-01,Age 45-54,Late payment penalties
9805554313139861,Reason for Unclear terms,Germany,Male,109,1,2023-01-01,Age 18-24,Unclear terms
8609669364814162,Reason for Technical Issues,Germany,Male,127,0,2023-04-01,Age 45-54,Technical Issues
7919257770182019,Reason for Security Concerns,Sweden,Male,117,0,2023-06-01,Age 55+,Security Concerns
9752987988957876,Reason for Unclear terms,Italy,Male,123,1,2023-06-01,Age 25-34,Unclear terms
2385583468262735,Reason for High interest rates,Germany,Female,118,0,2023-01-01,Age 18-24,High interest rates
2366289168376675,Reason for Negative Customer Service Experiences,UK,Male,117,1,2023-02-01,Age 55+,Negative Customer Service Experiences
8292620592296787,Reason for Hard Credit Checks,Spain,Female,109,1,2023-03-01,Age 18-24,Hard Credit Checks
2242375301478576,Reason for High interest rates,Italy,Male,103,1,2023-05-01,Age 18-24,High interest rates
9441952286666732,Reason for Security Concerns,Italy,Male,138,1,2023-02-01,Age 18-24,Security Concerns
6106505198769122,Reason for Security Concerns,Italy,Female,112,0,2023-03-01,Age 55+,Security Concerns
3838356690230224,Reason for Technical Issues,Spain,Male,127,1,2023-02-01,Age 35-44,Technical Issues
9179206991915650,Reason for Hard Credit Checks,Sweden,Male,123,0,2023-06-01,Age 25-34,Hard Credit Checks
9580082093032955,Reason for Technical Issues,Germany,Female,124,0,2023-06-01,Age 45-54,Technical Issues
1887816843104970,Reason for Lack of need,Italy,Male,127,0,2023-05-01,Age 35-44,Lack of need
3125263192173537,Reason for Unclassified,Australia,Female,128,0,2023-01-01,Age 18-24,Unclassified
4837147252027607,Reason for Unclassified,Italy,Female,111,0,2023-04-01,Age 35-44,Unclassified
9303437443272103,Reason for Account Suspension Issues,Sweden,Female,112,0,2023-06-01,Age 18-24,Account Suspension Issues
3713299479244196,Reason for Unclassified,Australia,Female,98,0,2023-04-01,Age 25-34,Unclassified
9150056671403964,Reason for General sentiment,USA,Male,128,1,2023-03-01,Age 45-54,General sentiment
8842484715011889,Reason for General sentiment,Sweden,Male,126,1,2023-03-01,Age 55+,General sentiment
4928592238890897,Reason for Lack of need,France,Male,131,1,2023-02-01,Age 35-44,Lack of need
7438052976342096,Reason for Account Suspension Issues,Sweden,Male,141,1,2023-05-01,Age 55+,Account Suspension Issues
3228884693712076,Reason for Lack of need,UK,Female,109,1,2023-01-01,Age 45-54,Lack of need
1105848840862665,Reason for General sentiment,USA,Male,128,1,2023-02-01,Age 18-24,General sentiment
5411846131841603,Reason for Limited acceptance,Spain,Male,121,1,2023-05-01,Age 35-44,Limited acceptance
5279726284900538,Reason for Unclassified,Germany,Male,116,1,2023-06-01,Age 45-54,Unclassified
9147297721865171,Reason for Hard Credit Checks,France,Female,123,1,2023-06-01,Age 25-34,Hard Credit Checks
7799564343574407,Reason for Account Suspension Issues,Australia,Male,112,1,2023-03-01,Age 45-54,Account Suspension Issues
6048692335784925,Reason for General sentiment,Germany,Female,136,0,2023-06-01,Age 45-54,General sentiment
1232503313664529,Reason for General sentiment,Italy,Female,130,1,2023-03-01,Age 18-24,General sentiment
2843396620633976,Reason for Unclear terms,Italy,Male,124,0,2023-03-01,Age 18-24,Unclear terms
5557054942066134,Reason for Limited acceptance,USA,Male,127,1,2023-06-01,Age 35-44,Limited acceptance
5416401327687842,Reason for Hard Credit Checks,Italy,Female,118,0,2023-04-01,Age 55+,Hard Credit Checks
9645491424274656,Reason for Limited acceptance,USA,Female,141,1,2023-03-01,Age 25-34,Limited acceptance
3227803076041922,Reason for Hard Credit Checks,USA,Male,132,0,2023-02-01,Age 45-54,Hard Credit Checks
9232571101537176,Reason for Lack of need,UK,Male,118,1,2023-01-01,Age 25-34,Lack of need
8563262839959002,Reason for Negative Customer Service Experiences,Spain,Male,113,1,2023-04-01,Age 35-44,Negative Customer Service Experiences
9788058197202845,Reason for Security Concerns,Spain,Male,97,0,2023-02-01,Age 45-54,Security Concerns
3003468947688308,Reason for Lack of need,Australia,Female,140,1,2023-06-01,Age 25-34,Lack of need
3110702085806220,Reason for Late payment penalties,Italy,Female,129,1,2023-05-01,Age 45-54,Late payment penalties
1717308560006870,Reason for Lack of need,Sweden,Male,125,0,2023-05-01,Age 55+,Lack of need
1300353236463363,Reason for Account Suspension Issues,Germany,Female,107,0,2023-04-01,Age 35-44,Account Suspension Issues
2920518374828765,Reason for Hard Credit Checks,Italy,Female,100,1,2023-03-01,Age 55+,Hard Credit Checks
8103592663832967,Reason for Better alternatives,France,Male,125,1,2023-04-01,Age 25-34,Better alternatives
3210054403160681,Reason for High interest rates,France,Female,131,1,2023-05-01,Age 18-24,High interest rates
1271265660868728,Reason for General sentiment,France,Male,104,1,2023-06-01,Age 45-54,General sentiment
6329470058944115,Reason for General sentiment,Australia,Female,114,0,2023-05-01,Age 55+,General sentiment
8018135352581280,Reason for Unclear terms,Spain,Female,120,1,2023-05-01,Age 25-34,Unclear terms
8588825291158020,Reason for Late payment penalties,Italy,Male,115,1,2023-04-01,Age 25-34,Late payment penalties
4457600527665686,Reason for Account Suspension Issues,USA,Male,132,1,2023-02-01,Age 45-54,Account Suspension Issues
4298697800807053,Reason for Lack of need,Australia,Female,114,0,2023-05-01,Age 45-54,Lack of need
6948916225111632,Reason for General sentiment,UK,Male,145,1,2023-05-01,Age 55+,General sentiment
2323229503561700,Reason for Security Concerns,France,Female,115,1,2023-05-01,Age 55+,Security Concerns
9725037044395925,Reason for Account Suspension Issues,UK,Male,142,0,2023-03-01,Age 18-24,Account Suspension Issues
3897738005444388,Reason for Security Concerns,Spain,Female,103,0,2023-04-01,Age 35-44,Security Concerns
7804122786532595,Reason for Account Suspension Issues,Italy,Female,122,0,2023-04-01,Age 18-24,Account Suspension Issues
1881862097235884,Reason for Security Concerns,Italy,Female,109,1,2023-03-01,Age 25-34,Security Concerns
2185185018493019,Reason for Unclear terms,Italy,Female,126,0,2023-05-01,Age 25-34,Unclear terms
8667302383763657,Reason for Limited acceptance,Germany,Female,134,1,2023-03-01,Age 25-34,Limited acceptance
3467254894639935,Reason for Technical Issues,France,Male,118,0,2023-03-01,Age 25-34,Technical Issues
5616912446328520,Reason for Security Concerns,UK,Female,107,1,2023-02-01,Age 25-34,Security Concerns
9795886788165373,Reason for Hard Credit Checks,Germany,Female,108,0,2023-04-01,Age 18-24,Hard Credit Checks
4703666829475205,Reason for Limited acceptance,Germany,Male,111,1,2023-02-01,Age 25-34,Limited acceptance
6972793856689923,Reason for Security Concerns,UK,Male,108,1,2023-04-01,Age 25-34,Security Concerns
9017110645942419,Reason for Account Suspension Issues,Germany,Female,127,0,2023-06-01,Age 45-54,Account Suspension Issues
5033074709393141,Reason for Hard Credit Checks,Australia,Female,120,1,2023-01-01,Age 45-54,Hard Credit Checks
8349771043585139,Reason for General sentiment,Australia,Female,101,1,2023-03-01,Age 35-44,General sentiment
4877339884609219,Reason for General sentiment,Spain,Female,108,0,2023-02-01,Age 25-34,General sentiment
7251696479641702,Reason for Limited acceptance,Germany,Female,111,0,2023-01-01,Age 18-24,Limited acceptance
8595546402746502,Reason for Lack of need,Sweden,Female,104,1,2023-06-01,Age 18-24,Lack of need
2375556826560101,Reason for Negative Customer Service Experiences,Spain,Female,121,1,2023-06-01,Age 18-24,Negative Customer Service Experiences
8971141752059810,Reason for Better alternatives,Italy,Male,111,0,2023-04-01,Age 45-54,Better alternatives
6034018705879568,Reason for Hard Credit Checks,Australia,Female,116,1,2023-01-01,Age 35-44,Hard Credit Checks
5878032421180750,Reason for Unclear terms,Spain,Female,124,0,2023-04-01,Age 35-44,Unclear terms
7740504306772589,Reason for Lack of need,Germany,Male,117,0,2023-05-01,Age 55+,Lack of need
8603848797696035,Reason for Late payment penalties,Spain,Female,121,1,2023-06-01,Age 45-54,Late payment penalties
8040176641176162,Reason for Unclear terms,Australia,Female,127,0,2023-04-01,Age 25-34,Unclear terms
8841646864783790,Reason for High interest rates,Germany,Male,120,0,2023-05-01,Age 25-34,High interest rates
4364569238788231,Reason for Unclear terms,Germany,Female,134,0,2023-03-01,Age 18-24,Unclear terms
7816044961019309,Reason for Negative Customer Service Experiences,USA,Male,121,0,2023-01-01,Age 45-54,Negative Customer Service Experiences
4281723183443952,Reason for Security Concerns,USA,Female,123,0,2023-03-01,Age 18-24,Security Concerns
4005948464047399,Reason for Hard Credit Checks,Italy,Female,115,0,2023-05-01,Age 18-24,Hard Credit Checks
2957373417096553,Reason for High interest rates,Germany,Male,126,0,2023-03-01,Age 35-44,High interest rates
1880208467552333,Reason for Negative Customer Service Experiences,Germany,Female,116,1,2023-05-01,Age 18-24,Negative Customer Service Experiences
1152059960237716,Reason for Unclassified,Australia,Female,110,0,2023-02-01,Age 18-24,Unclassified
6978905600675838,Reason for Negative Customer Service Experiences,USA,Male,117,0,2023-06-01,Age 25-34,Negative Customer Service Experiences
3717580022473890,Reason for Account Suspension Issues,Spain,Female,130,1,2023-03-01,Age 35-44,Account Suspension Issues
9554057815586488,Reason for General sentiment,France,Female,119,1,2023-02-01,Age 45-54,General sentiment
7091218292689528,Reason for Unclear terms,Italy,Male,124,0,2023-06-01,Age 35-44,Unclear terms
8755301123329393,Reason for High interest rates,Sweden,Male,112,0,2023-04-01,Age 35-44,High interest rates
5649581634877674,Reason for General sentiment,UK,Female,127,0,2023-06-01,Age 18-24,General sentiment
6963175514718332,Reason for Unclear terms,Italy,Male,132,1,2023-04-01,Age 45-54,Unclear terms
1370393121882148,Reason for Better alternatives,Italy,Female,133,1,2023-02-01,Age 18-24,Better alternatives
4562109364766301,Reason for Lack of need,Australia,Female,115,1,2023-01-01,Age 55+,Lack of need
9166093213078953,Reason for High interest rates,France,Female,118,0,2023-03-01,Age 25-34,High interest rates
1667505903457870,Reason for Unclear terms,UK,Male,133,0,2023-05-01,Age 45-54,Unclear terms
9577441060726236,Reason for Negative Customer Service Experiences,Australia,Male,119,0,2023-03-01,Age 35-44,Negative Customer Service Experiences
5936421861232332,Reason for Unclassified,Sweden,Male,116,0,2023-05-01,Age 25-34,Unclassified
5384455768664680,Reason for Hard Credit Checks,Australia,Male,137,0,2023-05-01,Age 55+,Hard Credit Checks
1901074831748843,Reason for Better alternatives,USA,Female,116,1,2023-03-01,Age 45-54,Better alternatives
7735090020170031,Reason for Better alternatives,Germany,Male,152,0,2023-05-01,Age 18-24,Better alternatives
2486635717905224,Reason for High interest rates,Sweden,Male,125,1,2023-05-01,Age 55+,High interest rates
5808639578730399,Reason for Account Suspension Issues,Spain,Female,116,0,2023-04-01,Age 25-34,Account Suspension Issues
9313707139945145,Reason for High interest rates,UK,Male,122,1,2023-01-01,Age 55+,High interest rates
4763900730988776,Reason for Late payment penalties,Australia,Female,110,1,2023-06-01,Age 18-24,Late payment penalties
1819582195261477,Reason for High interest rates,Spain,Female,116,1,2023-02-01,Age 55+,High interest rates
2180547641765042,Reason for Security Concerns,Italy,Female,116,1,2023-02-01,Age 55+,Security Concerns
1692479304437284,Reason for Unclear terms,Australia,Female,127,1,2023-04-01,Age 45-54,Unclear terms
7574867785165417,Reason for Better alternatives,Germany,Female,127,0,2023-05-01,Age 55+,Better alternatives
8313971727142914,Reason for Unclear terms,Germany,Female,110,1,2023-03-01,Age 35-44,Unclear terms
5459814736471236,Reason for Lack of need,Italy,Female,119,1,2023-02-01,Age 55+,Lack of need
7364772295622165,Reason for High interest rates,Germany,Female,131,0,2023-06-01,Age 45-54,High interest rates
6348131392355607,Reason for General sentiment,France,Male,121,0,2023-05-01,Age 25-34,General sentiment
3941088810777018,Reason for Hard Credit Checks,UK,Female,129,1,2023-03-01,Age 35-44,Hard Credit Checks
8858489256685912,Reason for General sentiment,Sweden,Male,130,1,2023-02-01,Age 25-34,General sentiment
6683700546348183,Reason for General sentiment,Italy,Female,131,1,2023-05-01,Age 25-34,General sentiment
5176733169119837,Reason for Unclassified,Australia,Male,106,0,2023-02-01,Age 35-44,Unclassified
2153467065907966,Reason for Technical Issues,Germany,Female,124,1,2023-02-01,Age 25-34,Technical Issues
1000454253263772,Reason for Unclassified,Australia,Female,108,1,2023-06-01,Age 18-24,Unclassified
4185832508097516,Reason for Security Concerns,Italy,Male,136,0,2023-03-01,Age 25-34,Security Concerns
5731570229173371,Reason for Unclassified,Germany,Female,137,0,2023-04-01,Age 18-24,Unclassified
5376300638789974,Reason for Unclear terms,Sweden,Female,123,0,2023-04-01,Age 25-34,Unclear terms
7403902258104525,Reason for Hard Credit Checks,Germany,Female,136,0,2023-03-01,Age 25-34,Hard Credit Checks
1871949074079249,Reason for Hard Credit Checks,Australia,Female,124,1,2023-01-01,Age 45-54,Hard Credit Checks
4451590119701213,Reason for Limited acceptance,France,Male,119,1,2023-05-01,Age 25-34,Limited acceptance
1220181638495258,Reason for Limited acceptance,Sweden,Female,112,0,2023-05-01,Age 25-34,Limited acceptance
4629960048914357,Reason for Negative Customer Service Experiences,France,Male,114,0,2023-03-01,Age 25-34,Negative Customer Service Experiences
1323004528352785,Reason for General sentiment,USA,Female,110,0,2023-03-01,Age 55+,General sentiment
7265139705488994,Reason for High interest rates,Australia,Male,137,0,2023-06-01,Age 35-44,High interest rates
9763238682482101,Reason for Security Concerns,Australia,Male,109,1,2023-01-01,Age 35-44,Security Concerns
8251761770046845,Reason for Unclassified,Australia,Male,126,0,2023-06-01,Age 45-54,Unclassified
5451089865550871,Reason for Technical Issues,France,Male,132,1,2023-03-01,Age 18-24,Technical Issues
4169383199320157,Reason for General sentiment,Spain,Male,130,1,2023-01-01,Age 55+,General sentiment
2729948660865221,Reason for Negative Customer Service Experiences,Spain,Female,126,0,2023-05-01,Age 18-24,Negative Customer Service Experiences
1855210391341837,Reason for Hard Credit Checks,Australia,Male,142,1,2023-03-01,Age 55+,Hard Credit Checks
1930918339054553,Reason for Late payment penalties,Germany,Female,114,1,2023-01-01,Age 45-54,Late payment penalties
6568606150520689,Reason for Negative Customer Service Experiences,Australia,Male,109,1,2023-02-01,Age 35-44,Negative Customer Service Experiences
5857542111271487,Reason for Late payment penalties,Spain,Male,110,1,2023-04-01,Age 45-54,Late payment penalties
5828251732707289,Reason for Security Concerns,USA,Male,112,1,2023-02-01,Age 55+,Security Concerns
8486018638159571,Reason for Lack of need,Italy,Male,131,0,2023-04-01,Age 35-44,Lack of need
9238676232691542,Reason for Better alternatives,Spain,Male,129,1,2023-02-01,Age 25-34,Better alternatives
5334519661006869,Reason for Negative Customer Service Experiences,Spain,Female,102,1,2023-02-01,Age 55+,Negative Customer Service Experiences
1385238398273774,Reason for Hard Credit Checks,France,Female,116,1,2023-05-01,Age 18-24,Hard Credit Checks
8763093754438956,Reason for Security Concerns,USA,Female,111,0,2023-06-01,Age 35-44,Security Concerns
9329882144988531,Reason for Limited acceptance,Germany,Male,114,0,2023-05-01,Age 35-44,Limited acceptance
7703943300398382,Reason for Late payment penalties,UK,Male,136,1,2023-05-01,Age 25-34,Late payment penalties
8217424858130376,Reason for Technical Issues,UK,Female,111,1,2023-05-01,Age 45-54,Technical Issues
5700652552228138,Reason for High interest rates,Spain,Male,99,1,2023-02-01,Age 25-34,High interest rates
9724900781882002,Reason for Negative Customer Service Experiences,Australia,Male,128,0,2023-02-01,Age 35-44,Negative Customer Service Experiences
4134501256708960,Reason for High interest rates,Sweden,Male,111,1,2023-04-01,Age 18-24,High interest rates
6699594581871634,Reason for Hard Credit Checks,UK,Female,117,1,2023-02-01,Age 45-54,Hard Credit Checks
8307055625944095,Reason for Hard Credit Checks,UK,Female,130,0,2023-05-01,Age 35-44,Hard Credit Checks
1434903476959806,Reason for Unclear terms,Australia,Male,114,0,2023-05-01,Age 55+,Unclear terms
6934027252595105,Reason for Limited acceptance,Spain,Male,111,1,2023-03-01,Age 25-34,Limited acceptance
3643928199784294,Reason for Hard Credit Checks,Australia,Male,129,1,2023-05-01,Age 55+,Hard Credit Checks
5430360792766509,Reason for Limited acceptance,Germany,Female,129,1,2023-06-01,Age 55+,Limited acceptance
8735893507001613,Reason for Limited acceptance,Australia,Female,132,0,2023-02-01,Age 35-44,Limited acceptance
5743134373910016,Reason for Account Suspension Issues,Spain,Female,122,1,2023-05-01,Age 55+,Account Suspension Issues
4881750288431645,Reason for General sentiment,Spain,Female,134,1,2023-06-01,Age 55+,General sentiment
7695796335215586,Reason for Limited acceptance,USA,Female,129,1,2023-04-01,Age 35-44,Limited acceptance
9238880305522543,Reason for Lack of need,Sweden,Male,127,1,2023-06-01,Age 55+,Lack of need
7318170649868390,Reason for Limited acceptance,Spain,Male,111,1,2023-06-01,Age 18-24,Limited acceptance
8003802835699095,Reason for Unclassified,Spain,Female,115,1,2023-06-01,Age 18-24,Unclassified
1905486556225752,Reason for Lack of need,Italy,Female,131,1,2023-04-01,Age 45-54,Lack of need
2886638878224460,Reason for Late payment penalties,Italy,Male,123,1,2023-02-01,Age 35-44,Late payment penalties
9655430675872201,Reason for Hard Credit Checks,UK,Male,119,1,2023-03-01,Age 18-24,Hard Credit Checks
2222722300992295,Reason for Unclassified,Spain,Male,126,1,2023-05-01,Age 55+,Unclassified
4390614126158573,Reason for Technical Issues,Germany,Female,142,1,2023-02-01,Age 25-34,Technical Issues
5233993103490398,Reason for Hard Credit Checks,Australia,Male,120,0,2023-06-01,Age 25-34,Hard Credit Checks
1352638842239619,Reason for General sentiment,UK,Male,126,1,2023-06-01,Age 35-44,General sentiment
2230062236805480,Reason for Late payment penalties,Australia,Female,112,0,2023-03-01,Age 18-24,Late payment penalties
1263915184461212,Reason for Negative Customer Service Experiences,Sweden,Female,124,1,2023-03-01,Age 18-24,Negative Customer Service Experiences
